Ссылка,Имя врача,Сумма Стаж,Специальность,Ученая степень,Работает в клиниках,Сумма Отзывов,Сумма Рейтинг
https://prodoctorov.ru/moskva/vrach/1338537-mamedova/otzivi/,Мамедова Айсель Нусретовна,2,"Гастроэнтеролог, детский гастроэнтеролог",высшая категория; к.м.н.,«Семейный доктор» №9 на Мичуринском проспекте,0,0
https://prodoctorov.ru/moskva/vrach/1339161-zaharenko/otzivi/,Захаренко Виктория Сергеевна,8,Гастроэнтеролог,высшая категория,Клиника «Меседмед»; Клиника «Месед» (ранее «МеседМед»),9,0.9
https://prodoctorov.ru/moskva/vrach/1339675-baburova/otzivi/,Бабурова Татьяна Николаевна,12,"Гастроэнтеролог, терапевт",вторая категория,«Поликлиника Митино»; Медицинский центр «Эволюция»; Клиника «YourMed» на Новотушинской,5,0.74
https://prodoctorov.ru/moskva/vrach/1340058-alborova/otzivi/,Алборова Елена Тамерлановна,3,Гастроэнтеролог,высшая категория,«Семейный доктор» №1 на Воронцовской,0,0
https://prodoctorov.ru/moskva/vrach/1340070-krivova/otzivi/,Кривова Анна Сергеевна,7,"Гастроэнтеролог, терапевт",к.м.н.,«ABC-Медицина» на улице 1905 года; «ABC медицина» на Мосфильмовской (ранее «Аудит здоровья»),0,0
https://prodoctorov.ru/moskva/vrach/1340304-pilyugina/otzivi/,Пилюгина Анна Александровна,2,Гастроэнтеролог,первая категория,«Поликлиника.ру» на Таганской,0,0
https://prodoctorov.ru/moskva/vrach/1341187-zalozhnyh/otzivi/,Заложных Екатерина Алексеевна,5,Гастроэнтеролог,к.м.н.,«Поликлиника.ру» на Крутицком Валу; Детская поликлиника на Гудкова,1,0.34
https://prodoctorov.ru/moskva/vrach/1341215-dudukchyan/otzivi/,Дудукчян Диана Арутюновна,2,Гастроэнтеролог,первая категория,«Поликлиника.ру» на Крутицком Валу,0,0
https://prodoctorov.ru/moskva/vrach/134317-koblov/otzivi/,Коблов Сергей Вячеславович,30,Гастроэнтеролог,к.м.н.,«Клиника ОМС» на Большой Академической,9,0.73
https://prodoctorov.ru/moskva/vrach/135146-bundina/otzivi/,Бундина Марина Владимировна,28,Гастроэнтеролог,к.м.н.,Диагностический центр №3 на Сормовской,9,0.32
https://prodoctorov.ru/moskva/vrach/135413-shinkarenko/otzivi/,Шинкаренко Оксана Данииловна,34,"Педиатр, гастроэнтеролог, детский гастроэнтеролог",высшая категория; к.м.н.,Детский диагностический центр; Медицинский центр «Колыбель здоровья»,7,0.64
https://prodoctorov.ru/moskva/vrach/135445-grishenko/otzivi/,Грищенко Светлана Николаевна,43,"Гастроэнтеролог, врач УЗИ, диетолог",высшая категория,Клиника «Бьюти Парк»; ЦБЭЛИС,8,0.55
https://prodoctorov.ru/moskva/vrach/135580-bocharnikova/otzivi/,Бочарникова Ирина Витальевна,41,"Гастроэнтеролог, терапевт",высшая категория,Медицинский центр «Сити Клиник» на Новокузнецкой,7,0.48
https://prodoctorov.ru/moskva/vrach/136069-isaev/otzivi/,Исаев Рушан Рашидович,21,Гастроэнтеролог,высшая категория,«СМ-Клиника» на ВДНХ,8,0.39
https://prodoctorov.ru/moskva/vrach/136100-ovakimyan/otzivi/,Овакимян Карина Погосовна,24,Гастроэнтеролог,высшая категория,«МедлайН Сервис» на Ярославском шоссе,4,0.46
https://prodoctorov.ru/moskva/vrach/136122-mamonov/otzivi/,Мамонов Александр Васильевич,43,"Гастроэнтеролог, гепатолог",высшая категория; к.м.н.,«GMS Clinic» на Садовнической; «Клиника на Садовом»; Поликлиника ФНКЦ физико-химической медицины ФМБА,40,1
https://prodoctorov.ru/moskva/vrach/136185-potapov/otzivi/,Потапов Владимир Николаевич,47,"Терапевт, гастроэнтеролог, гирудотерапевт",профессор,Клиника «Ревита»,1,0
https://prodoctorov.ru/moskva/vrach/136239-voronina/otzivi/,Воронина Маргарита Александровна,42,"Терапевт, гастроэнтеролог, гепатолог, кардиолог",к.м.н.,Клиника «Медпрайм»,46,1
https://prodoctorov.ru/moskva/vrach/136267-lopuhova/otzivi/,Лопухова Натела Лудукиевна,28,"Гастроэнтеролог, гепатолог, детский гастроэнтеролог, детский гепатолог",высшая категория; к.м.н.,Клиника «Столица» на Арбате,25,0.94
https://prodoctorov.ru/moskva/vrach/136356-egorovaa/otzivi/,Егорова Ольга Николаевна,20,Гастроэнтеролог,первая категория,Клиника «Здоровая система» (ранее «Промед»),7,0.75
https://prodoctorov.ru/moskva/vrach/137024-maksimova/otzivi/,Максимова Кермен Леонидовна,38,Гастроэнтеролог,высшая категория; к.м.н.,«РГНКЦ Пирогова»; Поликлиника №179 на Шенкурском проезде,5,0
https://prodoctorov.ru/moskva/vrach/137221-habarova/otzivi/,Хабарова Юлия Александровна,29,Гастроэнтеролог,к.м.н.,«Клиника Фомина» на Мичуринском,43,0.54
https://prodoctorov.ru/moskva/vrach/138260-mechetina/otzivi/,Мечетина Татьяна Анатольевна,20,Гастроэнтеролог,первая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,12,0.44
https://prodoctorov.ru/moskva/vrach/139462-belousova/otzivi/,Белоусова Елена Александровна,41,Гастроэнтеролог,профессор,Больница МОНИКИ,2,0
https://prodoctorov.ru/moskva/vrach/140616-ilyasova/otzivi/,Ильясова Евгения Сергеевна,20,Гастроэнтеролог,высшая категория,Московский клинический научный центр (МКНЦ) на Новогиреевской,15,0.16
https://prodoctorov.ru/moskva/vrach/140617-kovaleva/otzivi/,Ковалёва Оксана Ивановна,23,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,21,0.42
https://prodoctorov.ru/moskva/vrach/140618-orobyay/otzivi/,Оробей Юлия Алексеевна,23,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,23,0.35
https://prodoctorov.ru/moskva/vrach/140636-kasyanenko/otzivi/,Касьяненко Валентина Ивановна,54,Гастроэнтеролог,высшая категория; д.м.н.,«ИАКИ» на Малой Бронной; «Медикал Клаб» в Жулебино на Генерала Кузнецова 13,2,0.42
https://prodoctorov.ru/moskva/vrach/140637-vinokurova/otzivi/,Винокурова Людмила Васильевна,50,Гастроэнтеролог,высшая категория; д.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,1,0
https://prodoctorov.ru/moskva/vrach/140639-dubcovaa/otzivi/,Дубцова Елена Анатольевна,36,Гастроэнтеролог,высшая категория; д.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,1,0
https://prodoctorov.ru/moskva/vrach/140640-ahmadullina/otzivi/,Ахмадуллина Ольга Валентиновна,22,Гастроэнтеролог,вторая категория,Московский клинический научный центр (МКНЦ) на Новогиреевской,1,0.37
https://prodoctorov.ru/moskva/vrach/140641-kosacheva/otzivi/,Косачева Татьяна Александровна,3,Гастроэнтеролог,высшая категория; к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,1,0
https://prodoctorov.ru/moskva/vrach/140647-fedulenkova/otzivi/,Федуленкова Людмила Викторовна,31,"Гастроэнтеролог, гепатолог, нефролог",высшая категория; к.м.н.,Клиника «Медекс» на Кутузовском 32; Клиника «Медекс» на Кутузовском 34; Клиника «Хадасса Медикал»; Московский клинический научный центр (МКНЦ) на Новогиреевской,5,0
https://prodoctorov.ru/moskva/vrach/142938-kokina/otzivi/,Кокина Ксения Юрьевна,18,"Гастроэнтеролог, гепатолог",к.м.н.,Больница МОНИКИ,6,0.53
https://prodoctorov.ru/moskva/vrach/142939-petrachenkova/otzivi/,Петраченкова Мария Юрьевна,15,"Гастроэнтеролог, гепатолог",высшая категория; к.м.н.,Клиника «Хадасса Медикал»,10,0.78
https://prodoctorov.ru/moskva/vrach/148538-zemskova/otzivi/,Земскова Людмила Николаевна,35,"Гастроэнтеролог, гепатолог, инфекционист",высшая категория; к.м.н.,Медицинский центр «НПЦ Озонотерапии»,2,0
https://prodoctorov.ru/moskva/vrach/153752-azizbaeva/otzivi/,Азизбаева Наиля Раисовна,18,Гастроэнтеролог,высшая категория,Консультативно-диагностический центр №2,4,0.32
https://prodoctorov.ru/moskva/vrach/155254-mihaylovskaya/otzivi/,Михайловская Наталья Александровна,30,Гастроэнтеролог,к.м.н.,Медицинский центр «МФК Минфина России»,3,0
https://prodoctorov.ru/moskva/vrach/155255-mamarahimova/otzivi/,Мамарахимова Галина Евгеньевна,31,Гастроэнтеролог,первая категория,Центр профилактической медицины (ГНИЦ на Петроверигском),5,0
https://prodoctorov.ru/moskva/vrach/155970-storozhuk/otzivi/,Сторожук Галина Николаевна,38,Гастроэнтеролог,высшая категория,Больница №31 им. Савельевой на Лобачевского (ГКБ 31),3,0.52
https://prodoctorov.ru/moskva/vrach/158517-kubanceva/otzivi/,Кубанцева Ирина Ивановна,20,"Кардиолог, гастроэнтеролог, терапевт",к.м.н.,«ЛД-клиника»,7,0.67
https://prodoctorov.ru/moskva/vrach/162026-grishina/otzivi/,Гришина Наталья Ивановна,33,"Диетолог, гастроэнтеролог",к.м.н.,Клиника «Гормон Лайф» на 1905 года 23,5,0.68
https://prodoctorov.ru/moskva/vrach/162621-butenko/otzivi/,Бутенко Елена Владимировна,29,"Гастроэнтеролог, гепатолог, детский гастроэнтеролог",к.м.н.,«СМ-Клиника» на Севастопольской,8,0.46
https://prodoctorov.ru/moskva/vrach/164410-archegova/otzivi/,Арчегова Галина Альтафовна,24,"Гастроэнтеролог, детский гастроэнтеролог",к.м.н.,Клинический госпиталь «MD GROUP» на Севастопольском проспекте; Клиника «Медионика»,15,0.25
https://prodoctorov.ru/moskva/vrach/164411-dzerzhinskaya/otzivi/,Дзержинская Анжелика Михайловна,34,"Гастроэнтеролог, детский гастроэнтеролог, педиатр",высшая категория,Детская клиника «СМ-Доктор» на Клары Цеткин,5,0.17
https://prodoctorov.ru/moskva/vrach/164414-pugacheva/otzivi/,Пугачева Людмила Михайловна,37,"Гастроэнтеролог, детский гастроэнтеролог",высшая категория,«СМ-Клиника» в Марьиной Роще; «СМ-Клиника» на Ярцевской,36,0.82
https://prodoctorov.ru/moskva/vrach/165185-knyazev/otzivi/,Князев Олег Владимирович,32,Гастроэнтеролог,д.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,5,0.48
https://prodoctorov.ru/moskva/vrach/165829-bodunova/otzivi/,Бодунова Наталья Александровна,14,Гастроэнтеролог,к.м.н.,Московский клинический научный центр (МКНЦ) на Новогиреевской,2,0
https://prodoctorov.ru/moskva/vrach/166386-nikolaeva/otzivi/,Николаева Марина Анатольевна,30,Гастроэнтеролог,высшая категория,«Столичная Медицинская Клиника»; «Ниармедик» на Маршала Жукова; Клиника «КеаМед» («ДНКом» на шоссе Энтузиастов),10,0.58
https://prodoctorov.ru/moskva/vrach/172344-farber/otzivi/,Фарбер Андрей Витальевич,40,Гастроэнтеролог,к.м.н.,Медицинский центр «Атлас» на Славянском бульваре,17,0.66
https://prodoctorov.ru/moskva/vrach/172427-akselrod/otzivi/,Аксельрод Анна Григорьевна,29,"Гастроэнтеролог, гепатолог",высшая категория; к.м.н.,«СМ-Клиника» на Ярцевской,10,0.13
https://prodoctorov.ru/moskva/vrach/172550-gagarina/otzivi/,Гагарина Наталия Юрьевна,40,"Терапевт, гастроэнтеролог, пульмонолог, функциональный диагност",первая категория,«СМ-Клиника» на Текстильщиках,7,0.67
https://prodoctorov.ru/moskva/vrach/172552-gagieva/otzivi/,Гагиева Аида Маирбековна,16,Гастроэнтеролог,высшая категория,Клиника «Мать и дитя» проспект Мира,6,0.47
https://prodoctorov.ru/moskva/vrach/172752-petrosyan/otzivi/,Петросян Нелли Рафаэловна,25,Гастроэнтеролог,высшая категория,«СМ-Клиника» на ВДНХ,6,0.36
https://prodoctorov.ru/moskva/vrach/175670-vukovich/otzivi/,Вукович Екатерина Вячеславовна,19,"Врач общей практики (семейный врач), гастроэнтеролог",высшая категория,Клиника «ДиаМед»; Поликлиника в 3-м микрорайоне,0,0
https://prodoctorov.ru/moskva/vrach/178118-bonadyseva/otzivi/,Бонадысева Татьяна Михайловна,34,"Гастроэнтеролог, детский гастроэнтеролог, диетолог",высшая категория,«Поликлиника.ру» на Смоленской; «Ес-Клиника»; Поликлиника ЦКБ Управления делами Президента,11,0.47
https://prodoctorov.ru/moskva/vrach/178899-grinko/otzivi/,Гринько Ольга Михайловна,23,"Врач общей практики (семейный врач), врач-косметолог, гастроэнтеролог, дерматолог, трихолог",к.м.н.,Клиника «Твое здоровье»,1,0
https://prodoctorov.ru/moskva/vrach/178989-boldyreva/otzivi/,Болдырева Лариса Ивановна,46,Гастроэнтеролог,к.м.н.,«Андреевские больницы - Неболит» на Ленинском проспекте,4,0.42
https://prodoctorov.ru/moskva/vrach/179002-lyaytes/otzivi/,Лейтес Юрий Германович,28,"Гастроэнтеролог, проктолог (колопроктолог), эндоскопист",к.м.н.,Медицинский центр «Км-Клиник»; Эндокринологический научный центр (ЭНЦ на Москворечье); Эндокринологический научный центр (ЭНЦ на Дмитрия Ульянова),11,0.59
https://prodoctorov.ru/moskva/vrach/179141-ivanov/otzivi/,Иванов Сергей Георгиевич,53,Гастроэнтеролог,высшая категория; д.м.н.,Клиника «Дар жизни»,4,0.39
https://prodoctorov.ru/moskva/vrach/179203-ivanikov/otzivi/,Иваников Игорь Олегович,51,Гастроэнтеролог,д.м.н.,ЦКБ Управления делами Президента РФ,0,0
https://prodoctorov.ru/moskva/vrach/179596-popov/otzivi/,Попов Олег Валентинович,23,"Эндоскопист, врач УЗИ, гастроэнтеролог",высшая категория; к.м.н.,Клиника «Миллениум»; Медицинский центр «Инвитро» на Октября; Медицинский центр «Фемина»; Медицинский центр «СлимХауз»; Клиника «TRG+City» (ранее «Рубин Групп»); Медицинский центр «Лечу.ру» («Инвитро») на Новой,9,0.72
https://prodoctorov.ru/moskva/vrach/184313-dicheva/otzivi/,Дичева Диана Тодоровна,29,Гастроэнтеролог,к.м.н.,«Европейский медицинский центр» на Щепкина; «Европейский медицинский центр» на Орловском,2,0
https://prodoctorov.ru/moskva/vrach/184747-polunina/otzivi/,Полунина Татьяна Евгеньевна,44,Гастроэнтеролог,профессор,«Европейский медицинский центр» на Орловском,5,0
https://prodoctorov.ru/moskva/vrach/185058-olyaynik/otzivi/,Олейник Татьяна Станиславовна,29,"Пульмонолог, гастроэнтеролог, ревматолог, терапевт",высшая категория,Медицинский центр «Мкс-Мед»; Поликлиника №219 на Яна Райниса,3,0
https://prodoctorov.ru/moskva/vrach/186229-erofeeva/otzivi/,Ерофеева Юлия Анатольевна,38,Гастроэнтеролог,к.м.н.,Клиника «Диамед» Митино; Медицинский центр «1506»; Медицинский центр «338»,15,0.72
https://prodoctorov.ru/moskva/vrach/186233-syomina/otzivi/,Сёмина Ирина Викторовна,43,"Гастроэнтеролог, гепатолог, терапевт",высшая категория; к.м.н.,«Вип клиник-М»,18,0.67
https://prodoctorov.ru/moskva/vrach/186483-gal/otzivi/,Галь Юлия Николаевна,18,Гастроэнтеролог,первая категория; к.м.н.,Клиника «Медси» на Полянке,4,0.1
https://prodoctorov.ru/moskva/vrach/186498-dubrovina/otzivi/,Дубровина Татьяна Владимировна,40,"Педиатр, гастроэнтеролог, детский гастроэнтеролог, терапевт",к.м.н.,Клиника «Ла Салюте»,3,0.17
https://prodoctorov.ru/moskva/vrach/186653-ilyazova/otzivi/,Ильязова Захида Халитовна,22,"Гастроэнтеролог, гепатолог, диетолог",высшая категория; к.м.н.,«Первая клиника Митино»; «СМ-Клиника» на Крылатском,9,0
https://prodoctorov.ru/moskva/vrach/189322-nikulina/otzivi/,Никулина Марина Викторовна,35,"Гастроэнтеролог, врач общей практики (семейный врач), терапевт",к.м.н.,Медицинский центр «Медикал Он Груп»; «Витбиомед Плюс» на Октябрьской,83,1
https://prodoctorov.ru/moskva/vrach/189669-borodaenko/otzivi/,Бородаенко Елена Юрьевна,27,"Терапевт, гастроэнтеролог",высшая категория,Клиника «Семейная» на Каширское шоссе,19,0.51
https://prodoctorov.ru/moskva/vrach/191957-kim/otzivi/,Ким Венера Валерьевна,22,"Гастроэнтеролог, врач УЗИ, гепатолог",первая категория,Медицинский центр «ИвоМакс»; Медицинский центр «Гален»; Поликлиника №69 филиал №3,8,0.72
https://prodoctorov.ru/moskva/vrach/192262-bahvalova/otzivi/,Бахвалова Татьяна Александровна,51,Гастроэнтеролог,высшая категория,«Центральная поликлиника на Ленинградке» (ранее «Центральная поликлиника Литфонда»),8,0.48
https://prodoctorov.ru/moskva/vrach/193034-patoka/otzivi/,Патока Екатерина Юрьевна,31,"Эндоскопист, гастроэнтеролог, гепатолог",высшая категория; к.м.н.,«Центр эндодиагностики и малоинвазивной хирургии» (ЦЭМХ),3,0
https://prodoctorov.ru/moskva/vrach/193035-kuznecov/otzivi/,Кузнецов Константин Валерьевич,30,"Эндоскопист, гастроэнтеролог, хирург",к.м.н.,«Центр эндодиагностики и малоинвазивной хирургии» (ЦЭМХ),5,0.55
https://prodoctorov.ru/moskva/vrach/193867-abramyan/otzivi/,Абрамян Леонид Левонович,30,"Терапевт, гастроэнтеролог",первая категория,Клиника «Полимед» на Волоколамском шоссе,25,1
https://prodoctorov.ru/moskva/vrach/193869-andrianova/otzivi/,Андрианова Ирина Эдуардовна,40,Гастроэнтеролог,высшая категория,«Поликлиника №6 им. Порхачевой»; Клиника «Здоровье» на Декабристов,27,0.67
https://prodoctorov.ru/moskva/vrach/194803-lapinskaya/otzivi/,Лапинская Людмила Алексеевна,46,"Гастроэнтеролог, пульмонолог, терапевт",к.м.н.,«Клиника Здоровья» на Курской,22,0
https://prodoctorov.ru/moskva/vrach/197596-studenikina/otzivi/,Студеникина Марина Анатольевна,24,"Гастроэнтеролог, диетолог, нутрициолог",к.м.н.,Клиника «GMTClinic»; Медицинский центр «Юви Клиник»,11,0.94
https://prodoctorov.ru/moskva/vrach/199400-nurmatova/otzivi/,Нурматова Дилафруз Абдушукуровна,26,"Терапевт, гастроэнтеролог, кардиолог",высшая категория; к.м.н.,«МедЦентрСервис» на проспекте Вернадского,16,0.71
https://prodoctorov.ru/moskva/vrach/199457-hadzegova/otzivi/,Хадзегова Светлана Руслановна,22,"Терапевт, гастроэнтеролог, кардиолог, пульмонолог",к.м.н.,«МедЦентрСервис» на Белорусской; «МедЦентрСервис» на Беляево,92,0.86
https://prodoctorov.ru/moskva/vrach/203387-kurbatova/otzivi/,Курбатова Ольга Анатольевна,16,Гастроэнтеролог,высшая категория,Поликлиника 9 ЛДЦ Минобороны на Комсомольском проспекте; Поликлиника №140 на Мосфильмовской (филиал ГП 209),4,0.32
https://prodoctorov.ru/moskva/vrach/203620-vyazkova/otzivi/,Вязкова Нина Викторовна,41,Гастроэнтеролог,высшая категория,Лаборатория «Инвитро» на Новокосинской,2,0.21
https://prodoctorov.ru/moskva/vrach/203736-stulov/otzivi/,Стулов Дмитрий Валерьевич,36,Гастроэнтеролог,высшая категория,Медицинский центр «Н.С. Клиник»; «Медикал Клаб» в Жулебино на Генерала Кузнецова 13,2,0.51
https://prodoctorov.ru/moskva/vrach/203752-galushko/otzivi/,Галушко Михаил Юрьевич,37,"Гепатолог, гастроэнтеролог",к.м.н.,«МедЭлит» на Рублевском шоссе,22,1
https://prodoctorov.ru/moskva/vrach/203754-timohina/otzivi/,Тимохина Анна Ивановна,14,"Гастроэнтеролог, терапевт",первая категория,Медицинский центр «Моситалмед» на Арбате,6,0.62
https://prodoctorov.ru/moskva/vrach/203755-plavnik/otzivi/,Плавник Татьяна Эдуардовна,40,Гастроэнтеролог,высшая категория; к.м.н.,«МедЭлит» на Рублевском шоссе; Кутузовский центр «Evolutis Clinic»; Клиника «Омниус»,23,0.64
https://prodoctorov.ru/moskva/vrach/203935-matko/otzivi/,Матько Лариса Юрьевна,39,"Пульмонолог, гастроэнтеролог, терапевт",высшая категория; к.м.н.,«ИАКИ» на Малой Бронной,6,0.37
https://prodoctorov.ru/moskva/vrach/205230-mahmudov/otzivi/,Махмудов Далер Шодиевич,39,"Терапевт, гастроэнтеролог, кардиолог, функциональный диагност",высшая категория; к.м.н.,Клиника «ДокПрофи»; Клиника «Здравия»; Госпиталь Бурденко (ГВКГ) филиал № 5 (ранее «574 военный госпиталь»),2,0.44
https://prodoctorov.ru/moskva/vrach/205552-grishenko/otzivi/,Грищенко Екатерина Борисовна,26,Гастроэнтеролог,к.м.н.,«Поликлиника.ру» на Автозаводской; Клиника «Медси» на Красной Пресне,10,0.38
https://prodoctorov.ru/moskva/vrach/205648-zhivotovskaya/otzivi/,Животовская Оксана Александровна,18,Гастроэнтеролог,высшая категория,Клиника «Медси» на Белорусской,6,0.12
https://prodoctorov.ru/moskva/vrach/205649-gaydukevich/otzivi/,Гайдукевич Ирина Викторовна,26,Гастроэнтеролог,к.м.н.,Клиника «Медси» на Белорусской,9,0
https://prodoctorov.ru/moskva/vrach/205650-chechegova/otzivi/,Чечегова Ирина Владимировна,39,Гастроэнтеролог,высшая категория; к.м.н.,Клиника «Медси» на Белорусской,5,0.19
https://prodoctorov.ru/moskva/vrach/205687-lukashina/otzivi/,Лукашина Наталья Анатольевна,43,Гастроэнтеролог,первая категория,Клиника «Медси» на Белорусской,2,0
https://prodoctorov.ru/moskva/vrach/205724-borisova/otzivi/,Борисова Анна Леонидовна,19,Гастроэнтеролог,к.м.н.,Медицинский центр «Атлас» на Славянском бульваре,22,0.85
https://prodoctorov.ru/moskva/vrach/205730-goncharova/otzivi/,Гончарова (Смирнова) Екатерина Олеговна,13,"Гастроэнтеролог, детский гастроэнтеролог, терапевт",к.м.н.,Клиника «Эхинацея»,59,1
https://prodoctorov.ru/moskva/vrach/205767-kim/otzivi/,Ким Наталья Константиновна,28,Гастроэнтеролог,первая категория,Клиника «Медси» на Белорусской,1,0.3
https://prodoctorov.ru/moskva/vrach/206165-shmoylova/otzivi/,Шмойлова Наталья Ивановна,24,"Терапевт, гастроэнтеролог",первая категория,Клиника «Медси» на улице Перерва,4,0.53
https://prodoctorov.ru/moskva/vrach/206189-osipova/otzivi/,Осипова Светлана Владимировна,20,"Гастроэнтеролог, физиотерапевт",высшая категория; д.м.н.,Больница Боткина (Боткинская больница); Детская поликлиника №86 на Коровинском шоссе,5,0.65
https://prodoctorov.ru/moskva/vrach/206670-pohodun/otzivi/,Походун Татьяна Юрьевна,26,"Гастроэнтеролог, проктолог (колопроктолог), хирург",высшая категория,Клиника «Добромед» на бульваре Дмитрия Донского; Клиника «ГолденМед» в Новокосино; Клиника «ГолденМед» на Пролетарской (ранее «Медицина Плюс»),7,0.77
https://prodoctorov.ru/moskva/vrach/206706-kazanbekov/otzivi/,Казанбеков Джавидин Гаджибубаевич,40,"Терапевт, гастроэнтеролог",к.м.н.,«ABC-Медицина» в Раменках,0,0
https://prodoctorov.ru/moskva/vrach/206758-saakyan/otzivi/,Саакян Зара Арташесовна,32,"Терапевт, гастроэнтеролог",к.м.н.,«Бест Клиник» на Профсоюзной; «HBP clinic»,21,0.9
https://prodoctorov.ru/moskva/vrach/206785-machneva/otzivi/,Мачнева Юлия Викторовна,23,Гастроэнтеролог,к.м.н.,Клиника «Счастливый доктор»,90,1
https://prodoctorov.ru/moskva/vrach/206951-kochetova/otzivi/,Кочетова Ольга Викторовна,26,"Педиатр, гастроэнтеролог, детский гастроэнтеролог",к.м.н.,«Чудо-Доктор» на Школьной 15,32,0.97
https://prodoctorov.ru/moskva/vrach/206965-gamidov/otzivi/,Гамидов Абдул Нажмутинович,40,"Терапевт, гастроэнтеролог",высшая категория,«Международная академическая клиника»; Клиника «Авромед» на Лескова (ранее «ЕвроМед А»); Клиника «Авромед» на Пришвина (ранее «ЕвроМед А»); Косметология «Эстетика групп»,48,1
https://prodoctorov.ru/moskva/vrach/207077-borisenkova/otzivi/,Борисенкова Елена Владимировна,30,"Терапевт, гастроэнтеролог",высшая категория,Клиника «Будь Здоров» на Фрунзенской,7,0.47
https://prodoctorov.ru/moskva/vrach/207081-komkova/otzivi/,Комкова Инна Игоревна,18,"Гастроэнтеролог, пульмонолог",к.м.н.,Клиника «К+31» на Лобачевского; Клиника внутренних болезней Василенко,2,0.13
https://prodoctorov.ru/moskva/vrach/207085-lunkov/otzivi/,Луньков Валерий Дмитриевич,13,"Гастроэнтеролог, гепатолог",к.м.н.,Клиника «Медси» на Красной Пресне; Клиника «Атмосфера»,5,0.4
https://prodoctorov.ru/moskva/vrach/207087-mankova/otzivi/,Манькова Надежда Владимировна,15,"Гастроэнтеролог, терапевт",к.м.н.,Клиника «Креде Эксперто»; Медицинский центр «Дина-мед»,7,0.87
https://prodoctorov.ru/moskva/vrach/207090-pogosyan/otzivi/,Погосян Ирен Врежевна,25,"Гастроэнтеролог, врач УЗИ, нутрициолог, терапевт",к.м.н.,Клиника «Моситалмед» на Ростовском переулке; «Ниармедик» на Симоновском Валу (ранее «Доктор рядом»); «Медицинский центр Гриценко»; «Ниармедик» Нагатинская (ранее «Доктор рядом»),13,0.97
https://prodoctorov.ru/moskva/vrach/207167-anisimova/otzivi/,Анисимова Екатерина Владимировна,15,Гастроэнтеролог,к.м.н.,Клиника «Чайка» в Белых Садах,4,0.42
https://prodoctorov.ru/moskva/vrach/207169-belihina/otzivi/,Белихина Наталья Николаевна,21,Гастроэнтеролог,высшая категория,Клиника «Будь Здоров» на Сретенке,4,0.05
https://prodoctorov.ru/moskva/vrach/207170-bochkareva/otzivi/,Бочкарева Елена Александровна,22,Гастроэнтеролог,высшая категория,Клиника «Будь Здоров» на Сретенке; «Согаз Поликлиника»,4,0.57
https://prodoctorov.ru/moskva/vrach/207171-boyarko/otzivi/,Боярко Алексей Владимирович,15,Гастроэнтеролог,к.м.н.,Больница №83 ФНКЦ ФМБА России,11,0.66
https://prodoctorov.ru/moskva/vrach/207180-mayorenko/otzivi/,Майоренко Екатерина Сергеевна,22,Гастроэнтеролог,высшая категория,«Major Clinic» на Международной,11,0.89
https://prodoctorov.ru/moskva/vrach/207305-lakomova/otzivi/,Лакомова Татьяна Михайловна,16,Гастроэнтеролог,к.м.н.,Клиника «Медси» на Зеленом проспекте,5,0.58
https://prodoctorov.ru/moskva/vrach/207321-sedova/otzivi/,Седова Галина Анатольевна,17,Гастроэнтеролог,высшая категория,Больница имени Буянова (ранее Больница №12),0,0
https://prodoctorov.ru/moskva/vrach/207369-kraev/otzivi/,Краев Григорий Павлович,25,"Эндоскопист, гастроэнтеролог, проктолог (колопроктолог), хирург",высшая категория,«ГастроЦентр»,5,0.57
https://prodoctorov.ru/moskva/vrach/207507-andrievskaya/otzivi/,Андриевская Надежда Георгиевна,16,"Врач общей практики (семейный врач), гастроэнтеролог, детский гастроэнтеролог, детский кардиолог, детский невролог, кардиолог, невролог, педиатр, терапевт",высшая категория,«Ниармедик» Некрасовка (ранее «Доктор рядом»); «Клиника Кожухово» (ранее «Клиника доктора Тарасовой»); Клиника «ГолденМед» в Некрасовке,4,0
https://prodoctorov.ru/moskva/vrach/207560-muradova/otzivi/,Мурадова Лина Михайловна,26,"Педиатр, гастроэнтеролог, детский гастроэнтеролог",к.м.н.,Клиника «ЗИМ» (ранее «Здоровье и Материнство»); Детская клиника «Слоненок»,10,0.87
https://prodoctorov.ru/moskva/vrach/207723-nesterova/otzivi/,Нестерова (Макарова) Фаина Константиновна,33,"Гастроэнтеролог, терапевт",высшая категория,Клиника «Авромед» на Пришвина (ранее «ЕвроМед А»); Клиника «Здоровье» на Ленина,11,0.32
https://prodoctorov.ru/moskva/vrach/207732-kartashov/otzivi/,Карташов Константин Валентинович,26,"Терапевт, гастроэнтеролог",высшая категория; к.м.н.,Клиника «Имма» на Алексеевской,5,0.35
